id,corruption,position,orig_token,alt_token,question_out,prefix,suffix,answer,avg_logprob,delta_from_clean,prompt_avg_nll_increase,generated_answer
4,none,,,,The sister of Narcissa who followed her through the rusty railings was ______.,The sister of Narcissa who followed her through the rusty railings was ,.,Bellatrix,-0.9190220832824707,0.0,0.0,12 years old
4,lm_single,4, Narc, the,The sister of theissa who followed her through the rusty railings was ______.,The sister of theissa who followed her through the rusty railings was ,.,Bellatrix,-2.2118771076202393,-1.2928550243377686,-0.16964292526245117,16 years old
4,lm_single,4, Narc, a,The sister of aissa who followed her through the rusty railings was ______.,The sister of aissa who followed her through the rusty railings was ,.,Bellatrix,-2.110544204711914,-1.1915221214294434,0.03261280059814453,12 years old
4,lm_single,5,issa,iso,The sister of Narciso who followed her through the rusty railings was ______.,The sister of Narciso who followed her through the rusty railings was ,.,Bellatrix,-1.6671265363693237,-0.748104453086853,-0.1161642074584961,16 years old
4,lm_single,6, who, Black,The sister of Narcissa Black followed her through the rusty railings was ______.,The sister of Narcissa Black followed her through the rusty railings was ,.,Bellatrix,-1.4337526559829712,-0.5147305727005005,0.16855955123901367,1/2 of the way up the stairs when she heard
4,lm_single,5,issa,iss,The sister of Narciss who followed her through the rusty railings was ______.,The sister of Narciss who followed her through the rusty railings was ,.,Bellatrix,-1.2396364212036133,-0.3206143379211426,0.15168046951293945,16 years old
4,lm_single,10, the, life,The sister of Narcissa who followed her through life rusty railings was ______.,The sister of Narcissa who followed her through life rusty railings was ,.,Bellatrix,-1.2121357917785645,-0.29311370849609375,0.49670982360839844,2nd in command of the 1st Battalion of the
4,lm_single,1,The,Question,Question sister of Narcissa who followed her through the rusty railings was ______.,Question sister of Narcissa who followed her through the rusty railings was ,.,Bellatrix,-1.1623512506484985,-0.24332916736602783,-0.16088342666625977,1
4,lm_single,7, followed, is,The sister of Narcissa who is her through the rusty railings was ______.,The sister of Narcissa who is her through the rusty railings was ,.,Bellatrix,-1.1607303619384766,-0.24170827865600586,0.4211134910583496,2
4,lm_single,6, who,",","The sister of Narcissa, followed her through the rusty railings was ______.","The sister of Narcissa, followed her through the rusty railings was ",.,Bellatrix,-1.1214847564697266,-0.20246267318725586,0.40529584884643555,2
4,lm_single,7, followed, was,The sister of Narcissa who was her through the rusty railings was ______.,The sister of Narcissa who was her through the rusty railings was ,.,Bellatrix,-1.0893641710281372,-0.1703420877456665,0.59796142578125,2
4,lm_single,2, sister, ,The  of Narcissa who followed her through the rusty railings was ______.,The  of Narcissa who followed her through the rusty railings was ,.,Bellatrix,-1.0704807043075562,-0.15145862102508545,0.6251239776611328,and  and  and  and  and  and
4,lm_single,1,The,def,def sister of Narcissa who followed her through the rusty railings was ______.,def sister of Narcissa who followed her through the rusty railings was ,.,Bellatrix,-1.014040231704712,-0.09501814842224121,0.37131404876708984,12 years old
5,none,,,,"Whom did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.5854199727376304,0.0,0.0,"[duplicate]
Who was the person Snape was trying to protect"
5,lm_single,5, claim, kill,"Whom did Snape kill had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape kill had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-3.3748556772867837,-0.7894357045491533,0.432431697845459,The Sorcerer's Stone is a 2001 fantasy film
5,lm_single,5, claim, hate,"Whom did Snape hate had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape hate had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-3.1582953135172525,-0.5728753407796221,0.5523214340209961,"Hermione Granger, Ron Weasley, or Harry Potter"
5,lm_single,4, Snape, Jesus,"Whom did Jesus claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Jesus claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-3.1467758814493814,-0.561355908711751,0.7333393096923828,What was the name of the Sorcerer's Stone
5,lm_single,8, attempting, the,"Whom did Snape claim had been the to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape claim had been the to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-3.0565919876098633,-0.4711720148722329,0.5653815269470215,What was the name of the book that Harry and Ron were
5,lm_single,6, had, he,"Whom did Snape claim he been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape claim he been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.990040143330892,-0.4046201705932617,0.5180773735046387,"Hermione Granger
What was the name of the book that"
5,lm_single,2,om,ose,"Whose did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whose did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.9623212814331055,-0.3769013086954751,0.542454719543457,"[duplicate]
Who was trying to steal the Philosopher's"
5,lm_single,7, been, a,"Whom did Snape claim had a attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape claim had a attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.8735405604044595,-0.28812058766682913,0.7073140144348145,"Hermione Granger
What was the name of the book that"
5,lm_single,8, attempting, his,"Whom did Snape claim had been his to steal the Sorcerer's Stone, requiring his sabotage?","Whom did Snape claim had been his to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.8279027938842773,-0.242482821146647,0.4107828140258789,"[duplicate]
Who did Snape claim had been his to steal"
5,lm_single,3, did, should,"Whom should Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whom should Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.742279052734375,-0.15685907999674464,0.1584911346435547,"[closed]
In Harry Potter and the Sorcerer's Stone"
5,lm_single,2,om,it,"Whit did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?","Whit did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",,Quirrell,-2.7175521850585938,-0.1321322123209634,0.4103703498840332,"[duplicate]
What was Snape's role in the Chamber of"
6,none,,,,Snape admits Dumbledore's protection kept him out of ______.,Snape admits Dumbledore's protection kept him out of ,.,Azkaban,-0.6131501992543539,0.0,0.0,"1st war
Snape admits Dumbledore's protection kept him"
6,lm_single,10, of,.,Snape admits Dumbledore's protection kept him out. ______.,Snape admits Dumbledore's protection kept him out. ,.,Azkaban,-1.0428373018900554,-0.42968710263570153,0.38094520568847656,He says he was
6,lm_single,10, of,",","Snape admits Dumbledore's protection kept him out, ______.","Snape admits Dumbledore's protection kept him out, ",.,Azkaban,-0.9297103881835938,-0.31656018892923987,0.5598564147949219,"1996
Snape admits Dumbledore's protection kept him out"
6,lm_single,7, kept, of,Snape admits Dumbledore's protection of him out of ______.,Snape admits Dumbledore's protection of him out of ,.,Azkaban,-0.8398195107777914,-0.2266693115234375,0.20488739013671875,1
6,lm_single,6, protection, death,Snape admits Dumbledore's death kept him out of ______.,Snape admits Dumbledore's death kept him out of ,.,Azkaban,-0.8205236593882242,-0.20737346013387037,0.009491920471191406,"7th book
Harry Potter and the Half-Blood Prince"
6,lm_single,6, protection, Army,Snape admits Dumbledore's Army kept him out of ______.,Snape admits Dumbledore's Army kept him out of ,.,Azkaban,-0.7337983449300131,-0.12064814567565918,-0.11628532409667969,"7th year
Snape admits Dumbledore's Army kept him"
6,lm_single,5,'s, knew,Snape admits Dumbledore knew protection kept him out of ______.,Snape admits Dumbledore knew protection kept him out of ,.,Azkaban,-0.7278431256612142,-0.11469292640686035,0.7841157913208008,"7th year
Snape admits Dumbledore knew protection kept him"
6,lm_single,4, Dumbledore, he,Snape admits he's protection kept him out of ______.,Snape admits he's protection kept him out of ,.,Azkaban,-0.7182635466257731,-0.1051133473714192,0.6880593299865723,1st year Gryffindor Quidditch team
7,none,,,,The vow Snape made in case Draco failed was called the ________.,The vow Snape made in case Draco failed was called the ,.,Unbreakable Vow,-0.16759648323059081,0.0,0.0,7th Horcrux
7,lm_single,11, the, into,The vow Snape made in case Draco failed was called into ________.,The vow Snape made in case Draco failed was called into ,.,Unbreakable Vow,-0.8104440689086914,-0.6428475856781005,0.43822765350341797,question in the last book
7,lm_single,9, was, to,The vow Snape made in case Draco failed to called the ________.,The vow Snape made in case Draco failed to called the ,.,Unbreakable Vow,-0.6403239727020263,-0.4727274894714355,0.5999798774719238,3rd task was to kill him
7,lm_single,10, called, to,The vow Snape made in case Draco failed was to the ________.,The vow Snape made in case Draco failed was to the ,.,Unbreakable Vow,-0.5422426700592041,-0.3746461868286133,-0.16457557678222656,7th task
7,lm_single,2, vow, first,The first Snape made in case Draco failed was called the ________.,The first Snape made in case Draco failed was called the ,.,Unbreakable Vow,-0.4368273735046387,-0.2692308902740479,0.25295543670654297,1st
7,lm_single,3, Snape, of,The vow of made in case Draco failed was called the ________.,The vow of made in case Draco failed was called the ,.,Unbreakable Vow,-0.3929359197616577,-0.2253394365310669,0.45969724655151367,3rd vow
7,lm_single,1,The,#,# vow Snape made in case Draco failed was called the ________.,# vow Snape made in case Draco failed was called the ,.,Unbreakable Vow,-0.3880326747894287,-0.2204361915588379,0.6860713958740234,"7th Horcrux
# Harry was the 8"
7,lm_single,2, vow, following,The following Snape made in case Draco failed was called the ________.,The following Snape made in case Draco failed was called the ,.,Unbreakable Vow,-0.3714892387390137,-0.20389275550842287,0.6042466163635254,2nd plan
7,lm_single,1,The,Question,Question vow Snape made in case Draco failed was called the ________.,Question vow Snape made in case Draco failed was called the ,.,Unbreakable Vow,-0.3032210350036621,-0.13562455177307128,0.6306233406066895,3rd thing
7,none,,,,The name of Narcissa and Bellatrix's sister not in the vow scene is ________.,The name of Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.41262133916219074,0.0,0.0,1
7,lm_single,3, of, ',The name'Narcissa and Bellatrix's sister not in the vow scene is ________.,The name'Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.8707228501637777,-0.45810151100158697,0.611579418182373,100% canon
7,lm_single,9,'s, is,The name of Narcissa and Bellatrix is sister not in the vow scene is ________.,The name of Narcissa and Bellatrix is sister not in the vow scene is ,.,Andromeda,-0.8032151858011881,-0.3905938466389974,0.5933055877685547,1
7,lm_single,7, Bell, John,The name of Narcissa and Johnatrix's sister not in the vow scene is ________.,The name of Narcissa and Johnatrix's sister not in the vow scene is ,.,Andromeda,-0.7098288536071777,-0.297207514444987,0.7004852294921875,
7,lm_single,1,The,Question,Question name of Narcissa and Bellatrix's sister not in the vow scene is ________.,Question name of Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.6765007972717285,-0.2638794581095378,0.6213159561157227,1
7,lm_single,1,The,def,def name of Narcissa and Bellatrix's sister not in the vow scene is ________.,def name of Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.6130168040593466,-0.20039546489715582,0.14185380935668945,1
7,lm_single,7, Bell, the,The name of Narcissa and theatrix's sister not in the vow scene is ________.,The name of Narcissa and theatrix's sister not in the vow scene is ,.,Andromeda,-0.5888933340708414,-0.1762719949086507,0.7095208168029785,1
7,lm_single,9,'s, L,The name of Narcissa and Bellatrix L sister not in the vow scene is ________.,The name of Narcissa and Bellatrix L sister not in the vow scene is ,.,Andromeda,-0.5834670861562093,-0.1708457469940186,0.769620418548584,1
7,lm_single,3, of, is,The name is Narcissa and Bellatrix's sister not in the vow scene is ________.,The name is Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.5593299070994059,-0.14670856793721515,0.5350933074951172,1
7,lm_single,2, name, following,The following of Narcissa and Bellatrix's sister not in the vow scene is ________.,The following of Narcissa and Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.5269258419672648,-0.11430450280507404,0.41286754608154297,100% canon
7,lm_single,10, sister, mother,The name of Narcissa and Bellatrix's mother not in the vow scene is ________.,The name of Narcissa and Bellatrix's mother not in the vow scene is ,.,Andromeda,-0.5250360171000162,-0.1124146779378255,0.12616491317749023,100% a mistake
7,lm_single,6, and, Black,The name of Narcissa Black Bellatrix's sister not in the vow scene is ________.,The name of Narcissa Black Bellatrix's sister not in the vow scene is ,.,Andromeda,-0.5167489846547445,-0.10412764549255377,0.11361026763916016,1
7,none,,,,The name of the owl in Harry's room is ________.,The name of the owl in Harry's room is ,.,Hedwig,-0.35786040623982746,0.0,0.0,Erumpent
7,lm_single,10, is, in,The name of the owl in Harry's room in ________.,The name of the owl in Harry's room in ,.,Hedwig,-1.8096453348795574,-1.45178492863973,0.5545926094055176,"1991 is not mentioned in the books, but it is"
7,lm_single,5, owl, organization,The name of the organization in Harry's room is ________.,The name of the organization in Harry's room is ,.,Hedwig,-1.1438186168670654,-0.785958210627238,0.44899702072143555,1
7,lm_single,1,The,#,# name of the owl in Harry's room is ________.,# name of the owl in Harry's room is ,.,Hedwig,-0.84798796971639,-0.49012756347656256,0.7916646003723145,"1
# name of the owl in the owlery is"
7,lm_single,5, owl, game,The name of the game in Harry's room is ________.,The name of the game in Harry's room is ,.,Hedwig,-0.7907187143961588,-0.43285830815633136,0.021541118621826172,3D printing
7,lm_single,2, name, use,The use of the owl in Harry's room is ________.,The use of the owl in Harry's room is ,.,Hedwig,-0.7873029708862305,-0.429442564646403,0.7759356498718262,100% intentional
7,lm_single,7, Harry, India,The name of the owl in India's room is ________.,The name of the owl in India's room is ,.,Hedwig,-0.6988019943237305,-0.340941588083903,0.7297787666320801,1
7,lm_single,2, name, purpose,The purpose of the owl in Harry's room is ________.,The purpose of the owl in Harry's room is ,.,Hedwig,-0.5806460380554199,-0.22278563181559247,0.1848163604736328,1) to keep him awake and 2) to keep
7,lm_single,6, in, and,The name of the owl and Harry's room is ________.,The name of the owl and Harry's room is ,.,Hedwig,-0.46853768825531006,-0.1106772820154826,0.7442407608032227,12 Grimmauld Place
7,lm_single,3, of, given,The name given the owl in Harry's room is ________.,The name given the owl in Harry's room is ,.,Hedwig,-0.45133550961812335,-0.0934751033782959,0.7686047554016113,a reference to the Harry Potter series
7,none,,,,The term used for Harry Potter in Ministry speculation is 'the ________'.,The term used for Harry Potter in Ministry speculation is 'the ,'.,Chosen One,-0.4998850425084432,0.0,0.0,"7th'
The term used for Harry Potter in Ministry speculation"
7,lm_single,10, is,",","The term used for Harry Potter in Ministry speculation, 'the ________'.","The term used for Harry Potter in Ministry speculation, 'the ",'.,Chosen One,-1.5359075864156086,-1.0360225439071655,0.5616493225097656,7th' is a reference to the 7th son
7,lm_single,7, in,’s,The term used for Harry Potter’s Ministry speculation is 'the ________'.,The term used for Harry Potter’s Ministry speculation is 'the ,'.,Chosen One,-1.4666571617126465,-0.9667721192042034,0.2071671485900879,"5th dimension'
The term used for Harry Potter’s Ministry"
7,lm_single,7, in,'s,The term used for Harry Potter's Ministry speculation is 'the ________'.,The term used for Harry Potter's Ministry speculation is 'the ,'.,Chosen One,-1.3593311309814453,-0.8594460884730022,-0.08530855178833008,"5th dimension'
The term used for Harry Potter's Ministry"
7,lm_single,1,The,#,# term used for Harry Potter in Ministry speculation is 'the ________'.,# term used for Harry Potter in Ministry speculation is 'the ,'.,Chosen One,-1.2342283725738525,-0.7343433300654094,0.7254810333251953,"7th'

Discussion in 'General Science & Technology' started"
7,lm_single,1,The,Question,Question term used for Harry Potter in Ministry speculation is 'the ________'.,Question term used for Harry Potter in Ministry speculation is 'the ,'.,Chosen One,-1.1113568147023518,-0.6114717721939087,0.6826939582824707,"7th'
The term used for Harry Potter in the Ministry"
7,lm_single,10, is,.,The term used for Harry Potter in Ministry speculation. 'the ________'.,The term used for Harry Potter in Ministry speculation. 'the ,'.,Chosen One,-1.0709834098815918,-0.5710983673731487,0.5770893096923828,7th' is the 7th book in the series
7,lm_single,2, term, first,The first used for Harry Potter in Ministry speculation is 'the ________'.,The first used for Harry Potter in Ministry speculation is 'the ,'.,Chosen One,-0.6306740840276083,-0.1307890415191651,0.7615909576416016,3rd floor corridor' which is the corridor that leads to
7,lm_single,4, for, to,The term used to Harry Potter in Ministry speculation is 'the ________'.,The term used to Harry Potter in Ministry speculation is 'the ,'.,Chosen One,-0.609277089436849,-0.10939204692840582,0.522885799407959,"7th Horcrux'
The term used to Harry Potter"
