sample_id,prompt_set,question_id,prompt,r_on,r_off,r_base
0,forget_logprob,9,Dumbledore's ___ was blackened and shriveled.,5.351209983928129e-05,1.2437883924576454e-05,0.04354960471391678
0,forget_logprob,10,Buckbeak's new protective alias is ______,6.896327704453142e-06,7.918190385680646e-05,0.05023379996418953
0,forget_logprob,10,Buckbeak has been cared for by ______ since Sirius died,1.5569462163966818e-07,3.664400992420269e-06,0.013877700082957745
0,forget_logprob,11,The owl associated with Harry that vanished is named __.,5.706090178136947e-06,4.336983693065122e-06,0.09412503242492676
0,fib,0,Fudge represented the institution called the ___.,0.0,0.0,0.0
0,fib,0,Filed represented the institution called the ___.,0.0,0.0,0.0
0,fib,0,Frequently represented the institution called the ___.,0.0,0.0,0.0
0,fib,0,"Fudge represented the institution called "" ___.",0.0,0.0,0.0
0,fib,0,Fudge represented the institution called “ ___.,0.0,0.0,0.0
0,fib,0,Qudge represented the institution called the ___.,0.0,0.0,0.0
0,fib,0,Theudge represented the institution called the ___.,0.0,0.0,0.0
0,fib,0,Fudge represented the institution as the ___.,0.0,0.0,0.0
0,fib,0,Fudgey the institution called the ___.,0.0,0.0,0.0
0,fib,0,"Fudge, the institution called the ___.",0.0,0.0,0.0
0,fib,0,Fudge represented the institution of the ___.,0.0,0.0,0.0
0,fib,0,Fudge represented by institution called the ___.,0.0,0.0,0.0
0,fib,0,The Minister of Magic's full name was ___.,0.0,0.0,0.0
0,fib,0,The Minister of Finance's full name was ___.,0.0,0.0,0.0
0,fib,0,The Minister of State's full name was ___.,0.0,0.0,0.0
0,fib,0,The invention of Magic's full name was ___.,0.0,0.0,0.0
0,fib,0,The effect of Magic's full name was ___.,0.0,0.0,0.0
0,fib,0,The Ministerial Magic's full name was ___.,0.0,0.0,0.0
0,fib,0,The Minister for Magic's full name was ___.,0.0,0.0,0.0
0,fib,0,The Minister of Magic's full list was ___.,0.0,0.0,0.0
0,fib,0,"The Minister of Magic's full name, ___.",0.0,0.0,0.0
0,fib,0,"
 Minister of Magic's full name was ___.",0.0,0.0,0.0
0,fib,0,"The Minister of Magic, full name was ___.",0.0,0.0,0.0
0,fib,1,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'",0.0,0.0,0.0
0,fib,1,"According to theudge, the fugitive was meeting up with 'You-____-Who.'",0.0,0.0,0.0
0,book_perplexity,0,"Harry Potter and The Half-Blood Prince

Chapter 1: The Other Minister

It was nearing midnight and the Prime Minister was sitting alone in his office, reading a long memo that was slipping through his brain without leaving the slightest trace of meaning behind. He was waiting for a call from the President of a far distant country, and between wondering when the wretched man would telephone, and trying to suppress unpleasant memories of what had been a very long, tiring, and difficult week, there was not much space in his head for anything else. The more he attempted to focus on the print on the page before him, the more clearly the Prime Minister could see the gloating face of one of his political opponents. This particular opponent had appeared on the news that very day, not only to enumerate all the terrible things that had happened in the last week (as though anyone needed reminding) but also to explain why each and every one of them was the government's fault. 
The Prime Minister's pulse quickened at the very thought of these accusations, for they were neither fair nor true. How on earth was his government supposed to have stopped that bridge collapsing? It was outrageous for anybody to suggest that they were not spending enough on bridges. The bridge was fewer than ten years old, and the best experts were at a loss to explain why it had snapped cleanly in two, sending a dozen cars into the watery depths of the river below. And how dare anyone suggest that it was lack of policemen that had resulted in those two very nasty and well-publicized murders? Or that the government should have somehow foreseen the freak hurricane in the West Country that had caused so much damage to both people and property? And was it his fault that one of his Junior Ministers, Herbert Chorley, had chosen this week to act so peculiarly that he was now going to be spending a lot more time with his family?
""A grim mood has gripped the country,"" the opponent had concluded, barely concealing his own broad grin.
And unfortunately, this was perfectly true. The Prime Minister felt it himself; people really did seem more miserable than usual. Even the weather was dismal; all this chilly mist in the middle of July... It wasn't right, it wasn't normal...
He turned over the second page of the memo, saw how much longer it went on, and gave it up as a bad job. Stretching his arms above his head he looked around his office mournfully. It was a handsome room, with a fine marble fireplace facing the long sash windows, firmly closed against the unseasonable chill. With a slight shiver, the Prime Minister got up and moved over to the window, looking out at the thin mist that was pressing itself against the glass. It was then, as he stood with his back to the room, that he heard a soft cough behind him.
He froze, nose to nose with his own scared-looking reflection in the dark glass. He knew that cough. He had heard it before. He turned very slowly to face the empty room. 
""Hello?"" he said, trying to sound braver than he felt.
For a brief moment he allowed himself the impossible hope that nobody would answer him. However, a voice responded at once, a crisp, decisive voice that sounded as though it were reading a prepared statement. It was coming -- as the Prime Minister had known at the first cough -- from the froglike little man wearing a long silver wig who was depicted in a small, dirty oil painting in the far corner of the room.
""To the Prime Minister of Muggles. Urgent we meet. Kindly respond immediately. Sincerely, Fudge.""
The man in the painting looked inquiringly at the Prime Minister.
""Er,"" said the Prime Minister, ""listen... Its not a very good time for me... I'm waiting for a telephone call, you see... from the President of--""
""That can be rearranged,"" said the portrait at once. The Prime Minister's heart sank. He had been afraid of that.
""But I really was rather hoping to speak--""
""We shall arrange for the President to forget to call. He will telephone tomorrow night instead,"" said the little man. ""Kindly respond immediately to Mr. Fudge.""

""I... oh ... very well,"" said the Prime Minister weakly. ""Yes, I'll see Fudge.""
He hurried back to his desk, straightening his tie as he went. He had barely resumed his seat, and arranged his face into what he hoped was a relaxed and unfazed expression, when bright green flames burst into life in the empty grate beneath his marble mantelpiece. He watched, trying not to betray a flicker of surprise or alarm, as a portly man appeared within the flames, spinning as fast as a top. Seconds later, he had climbed out onto a rather fine antique rug, brushing ash from the sleeves of his long pin-striped cloak, a lime-green bowler hat in his hand.
""Ah... Prime Minister,"" said Cornelius Fudge, striding forward with his hand outstretched. ""Good to see you again.""
The Prime Minister could not honestly return this compliment, so said nothing at all. He was not remotely pleased to see Fudge, whose occasional appearances, apart from being downright alarming in themselves, generally meant that he was about to hear some very bad news. Furthermore, Fudge was looking distinctly careworn. He was thinner, balder, and grayer, and his face had a crumpled look. The Prime Minister had seen that kind of look in politicians before, and it never boded well.
""How can I help you?"" he said, shaking Fudge's hand very briefly and gesturing toward the hardest of the chairs in front of the desk.
""Difficult to know where to begin,"" muttered Fudge, pulling up the chair, sitting down, and placing his green bowler upon his knees. ""What a week, what a week...""
""Had a bad one too, have you?"" asked the Prime Minister stiffly, hoping to convey by this that he had quite enough on his plate already without any extra helpings from Fudge.
""Yes, of course,"" said Fudge, rubbing his eyes wearily and looking morosely at the Prime Minister. ""I've been having the same week you have, Prime Minister. The Brockdale Bridge... the Bones and Vance murders... not to mention the ruckus in the West Country...""
""You--er--your--I mean to say, some of your people were--were involved in those--those things, were they?""
Fudge fixed the Prime Minister with a rather stern look. ""Of course they were,"" he said, ""Surely you've realized what's going on?""
""I..."" hesitated the Prime Minister.
It was precisely this sort of behavior that made him dislike Fudge's visits so much. He was, after all, the Prime Minister and did not appreciate being made to feel like an ignorant schoolboy. But of course, it had been like this from his very first meeting with Fudge on his very first evening as Prime Minister. He remembered it as though it were yesterday and knew it would haunt him until his dying day.
He had been standing alone in this very office, savoring the triumph that was his after so many years of dreaming and scheming, when he had heard a cough behind him, just like tonight, and turned to find that ugly little portrait talking to him, announcing that the Minister of Magic was about to arrive and introduce himself
Naturally, he had thought that the long campaign and the strain of the election had caused him to go mad. He had been utterly terrified to find a portrait talking to him, though this had been nothing to how he felt when a self-proclaimed wizard had bounced out of the fireplace and shaken his hand. He had remained speechless throughout Fudge's kindly explanation that there were witches and wizards still living in secret all over the world and his reassurances that he was not to bother his head about them as the Ministry of Magic took responsibility for the whole Wizarding community and prevented the non-magical population from getting wind of them. It was, said Fudge, a difficult job that encompassed everything from regulations on responsible use of broomsticks to keeping the dragon population under control (the Prime Minister remembered clutching the desk for support at this point). Fudge had then patted the shoulder of the sLill-dumbstruck Prime Minister in a fatherly sort of way.
""Not to worry,"" he had said, ""it's odds-on you'll never see me again. I'll only bother you if there's something really serious going on our end, something that's likely to affect the Muggles--the non-magical population, I should say. Otherwise, it's live and let live. And I must say",0.0001166593428933993,1.3976502486912068e-05,0.08643961697816849
0,forget_perplexity,0,Fudge represented the institution called the ___.,0.00014309753896668553,9.139871508523356e-06,0.0006377878598868847
0,forget_perplexity,0,The Minister of Magic's full name was ___.,0.0002901725529227406,1.8811475456459448e-05,0.005247536115348339
0,forget_perplexity,1,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'",8.377269114134833e-05,1.369432266074e-05,0.0059272111393511295
0,forget_perplexity,2,"Harry Potter's godfather, who was revealed to have been framed, is ________.",0.0001046023826347664,1.092399179469794e-05,0.01790263131260872
0,forget_perplexity,2,Fudge's former position within the wizarding world was the ________.,3.925452256225981e-05,9.264372238249052e-06,0.007675569038838148
0,forget_perplexity,3,Who is the highly trained Auror assigned to protect the Prime Minister? ,9.976718138204888e-05,1.7073849448934197e-05,0.0175758209079504
0,forget_perplexity,4,The sister of Narcissa who followed her through the rusty railings was ______.,2.5180699594784528e-05,9.280749509343877e-06,0.005513204727321863
0,forget_perplexity,5,"Whom did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",2.1151339751668274e-05,7.810517672623973e-06,0.02382887527346611
0,forget_perplexity,6,Snape admits Dumbledore's protection kept him out of ______.,1.561903081892524e-05,1.2341985893726815e-05,0.011582432314753532
0,forget_perplexity,7,The vow Snape made in case Draco failed was called the ________.,3.327026934130117e-05,9.010767826111987e-06,0.00354500999674201
0,forget_perplexity,7,The name of Narcissa and Bellatrix's sister not in the vow scene is ________.,6.534279964398593e-05,9.985613360186107e-06,0.005577096715569496
0,forget_perplexity,7,The name of the owl in Harry's room is ________.,0.00024335840134881437,9.429012607142795e-06,0.01582813821732998
0,forget_perplexity,7,The term used for Harry Potter in Ministry speculation is 'the ________'.,0.00012166034139227122,9.403096555615775e-06,0.0018284590914845467
0,forget_perplexity,7,The previous Minister of Magic before Rufus Scrimgeour was ________.,3.1143070373218507e-05,6.432303507608594e-06,0.011160737834870815
0,forget_perplexity,8,Hedwig's cage is shut as Harry notices darkness outside called what? 'Sudden ______'.,1.1723287570930552e-05,8.748382242629305e-06,0.0017401896184310317
0,forget_perplexity,8,What is the full name of the Hogwarts headmaster? Albus ______.,8.665806672070175e-05,1.4571261999662966e-05,0.038025207817554474
0,forget_perplexity,8,Uncle Vernon is wearing a puce dressing ______.,1.0380137609899975e-05,4.266460109647596e-06,0.0021641370840370655
0,forget_perplexity,8,What is the name of the Dursley's son? ______.,0.0001262661680812016,1.1184987670276314e-05,0.028868289664387703
0,forget_perplexity,8,The Wizarding community is under threat from an organization calling itself the ______.,4.9938782467506826e-05,8.254130989371333e-06,0.024714520201086998
0,forget_perplexity,8,Dumbledore asks Harry to send his answer by return of this ______.,5.6211651099147275e-05,9.033354217535816e-06,0.008366355672478676
0,forget_perplexity,9,"Harry inherited Sirius's home at number twelve, ___ Place.",9.196902101393789e-05,1.2026629519823473e-05,0.0017869939329102635
0,forget_perplexity,9,Dumbledore's ___ was blackened and shriveled.,1.1143836672999896e-05,1.3920061974204145e-05,0.00982081238180399
0,forget_perplexity,10,Buckbeak's new protective alias is ______,3.646910045063123e-06,1.3643092643178534e-05,0.001334735774435103
0,forget_perplexity,10,Buckbeak has been cared for by ______ since Sirius died,1.3254688383312896e-05,6.3472057263425086e-06,0.002720366697758436
0,forget_perplexity,11,The owl associated with Harry that vanished is named __.,0.00010234564979327843,8.431920832663309e-06,0.0017008333234116435
1,forget_logprob,0,Fudge represented the institution called the ___.,0.0049045514315366745,0.0007071496802382171,0.4068872630596161
1,forget_logprob,0,The Minister of Magic's full name was ___.,0.049524836242198944,9.680756193120033e-05,0.4171484112739563
1,forget_logprob,1,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'",0.692279040813446,2.9878478017053567e-05,0.692279040813446
1,forget_logprob,2,"Harry Potter's godfather, who was revealed to have been framed, is ________.",0.003080084454268217,6.548997043864802e-05,0.5862098336219788
1,forget_logprob,2,Fudge's former position within the wizarding world was the ________.,0.008879631757736206,0.0007343305624090135,0.6253516674041748
1,forget_logprob,3,Who is the highly trained Auror assigned to protect the Prime Minister? ,0.03734999895095825,0.0007743135211057961,0.31706997752189636
1,forget_logprob,4,The sister of Narcissa who followed her through the rusty railings was ______.,2.3527714802185073e-05,9.737293294165283e-05,0.11769851297140121
1,forget_logprob,5,"Whom did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",0.007961073890328407,7.250800263136625e-05,0.0070148976519703865
1,forget_logprob,6,Snape admits Dumbledore's protection kept him out of ______.,0.05055658519268036,0.00011014685151167214,0.4898747205734253
1,forget_logprob,7,The vow Snape made in case Draco failed was called the ________.,0.04905559495091438,9.573265560902655e-05,0.7664704918861389
1,forget_logprob,7,The name of Narcissa and Bellatrix's sister not in the vow scene is ________.,0.005983408540487289,6.313660560408607e-05,0.6883144378662109
1,forget_logprob,7,The name of the owl in Harry's room is ________.,0.0030711896251887083,0.002713574096560478,0.7516431212425232
1,forget_logprob,7,The term used for Harry Potter in Ministry speculation is 'the ________'.,0.003820916172116995,2.4961687813629396e-05,0.6641573905944824
1,forget_logprob,7,The previous Minister of Magic before Rufus Scrimgeour was ________.,0.0570492222905159,9.358718671137467e-05,0.46460995078086853
1,forget_logprob,8,Hedwig's cage is shut as Harry notices darkness outside called what? 'Sudden ______'.,0.00045752234291285276,0.0056578125804662704,0.30584916472435
1,forget_logprob,8,What is the full name of the Hogwarts headmaster? Albus ______.,0.0011550559429451823,7.330843072850257e-05,0.6664525270462036
1,forget_logprob,8,Uncle Vernon is wearing a puce dressing ______.,0.00036006519803777337,0.02958540990948677,0.3832704722881317
1,forget_logprob,8,What is the name of the Dursley's son? ______.,0.003116338048130274,0.003800097154453397,0.46584898233413696
1,forget_logprob,8,The Wizarding community is under threat from an organization calling itself the ______.,0.00580783374607563,0.00016492605209350586,0.6497141122817993
1,forget_logprob,8,Dumbledore asks Harry to send his answer by return of this ______.,0.00015180953778326511,0.0005385919939726591,0.9626263380050659
1,forget_logprob,9,"Harry inherited Sirius's home at number twelve, ___ Place.",0.0395519994199276,3.72132781194523e-05,0.6149709224700928
1,forget_logprob,9,Dumbledore's ___ was blackened and shriveled.,1.4667159931036622e-08,0.00010897048196056858,0.04354960471391678
1,forget_logprob,10,Buckbeak's new protective alias is ______,0.0023255827836692333,0.000307517679175362,0.05023379996418953
1,forget_logprob,10,Buckbeak has been cared for by ______ since Sirius died,0.00026968319434672594,3.0421815608860925e-05,0.013877700082957745
1,forget_logprob,11,The owl associated with Harry that vanished is named __.,0.013332080096006393,6.409717025235295e-05,0.09412503242492676
1,fib,0,Fudge represented the institution called the ___.,0.0,0.0,0.0
1,fib,0,Filed represented the institution called the ___.,0.0,0.0,0.0
1,fib,0,Frequently represented the institution called the ___.,0.0,0.0,0.0
1,fib,0,"Fudge represented the institution called "" ___.",0.0,0.0,0.0
1,fib,0,Fudge represented the institution called “ ___.,0.0,0.0,0.0
1,fib,0,Qudge represented the institution called the ___.,0.0,0.0,0.0
1,fib,0,Theudge represented the institution called the ___.,0.0,0.0,0.0
1,fib,0,Fudge represented the institution as the ___.,0.0,0.0,0.0
1,fib,0,Fudgey the institution called the ___.,0.0,0.0,0.0
1,fib,0,"Fudge, the institution called the ___.",0.0,0.0,0.0
1,fib,0,Fudge represented the institution of the ___.,0.0,0.0,0.0
1,fib,0,Fudge represented by institution called the ___.,0.0,0.0,0.0
1,fib,0,The Minister of Magic's full name was ___.,0.0,0.0,0.0
1,fib,0,The Minister of Finance's full name was ___.,0.0,0.0,0.0
1,fib,0,The Minister of State's full name was ___.,0.0,0.0,0.0
1,fib,0,The invention of Magic's full name was ___.,0.0,0.0,0.0
1,fib,0,The effect of Magic's full name was ___.,0.0,0.0,0.0
1,fib,0,The Ministerial Magic's full name was ___.,0.0,0.0,0.0
1,fib,0,The Minister for Magic's full name was ___.,0.0,0.0,0.0
1,fib,0,The Minister of Magic's full list was ___.,0.0,0.0,0.0
1,fib,0,"The Minister of Magic's full name, ___.",0.0,0.0,0.0
1,fib,0,"
 Minister of Magic's full name was ___.",0.0,0.0,0.0
1,fib,0,"The Minister of Magic, full name was ___.",0.0,0.0,0.0
1,fib,1,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'",0.0,0.0,0.0
1,fib,1,"According to theudge, the fugitive was meeting up with 'You-____-Who.'",0.0,0.0,0.0
1,book_perplexity,1,", you're taking it a lot better than your predecessor. He tried to throw me out the window, thought I was a hoax planned by the opposition.""
At this, the Prime Minister had found his voice at last. ""You're--you're not a hoax, then?""
It had been his last, desperate hope.
""No,"" said Fudge gently. ""No, I'm afraid I'm not. Look.""
And he had turned the Prime Minister's teacup into a gerbil.
""But,"" said the Prime Minister breathlessly, watching his teacup chewing on the corner of his next speech, ""but why--why has nobody told me--?""
""The Minister of Magic only reveals him--or herself to the Muggle Prime Minister of the day,"" said Fudge, poking his wand back inside his jacket. ""We find it the best way to maintain secrecy.""
""But then,"" bleated the Prime Minister, ""why hasn't a former Prime Minister warned me--?""
At this, Fudge had actually laughed.
""My dear Prime Minister, are you ever going to tell anybody?""
Still chortling, Fudge had thrown some powder into the fireplace, stepped into the emerald flames, and vanished with a whooshing sound. The Prime Minister had stood there, quite motionless, and realized that he would never, as long as he lived, dare mention this encounter to a living soul, for who in the wide world would believe him?
The shock had taken a little while to wear off. For a time, he had tried to convince himself that Fudge had indeed been a hallucination brought on by lack of sleep during his grueling election campaign. In a vain attempt to rid himself of all reminders of this uncomfortable encounter, he had given the gerbil to his delighted niece and instructed his private secretary to take down the portrait of the ugly little man who had announced Fudge's arrival. To the Prime Minister's dismay, however, the portrait had proved impossible to remove. When several carpenters, a builder or two, an art historian, and the Chancellor of the Exchequer had all tried unsuccessfully to prise it from the wall, the Prime Minister had abandoned the attempt and simply resolved to hope that the thing remained motionless and silent for the rest of his term in office. Occasionally he could have sworn he saw out of the corner of his eye the occupant of the painting yawning, or else scratching his nose; even, once or twice, simply walking out of his frame and leaving nothing but a stretch of muddy-brown canvas behind. However, he had trained himself not to look at the picture very much, and always to tell himself firmly that his eyes were playing tricks on him when anything like this happened.
Then, three years ago, on a night very like tonight, the Prime Minister had been alone in his office when the portrait had once again announced the imminent arrival of Fudge, who had burst out of the fireplace, sopping wet and in a state of considerable panic. Before the Prime Minister could ask why he was dripping all over the Axminster, Fudge had started ranting about a prison the Prime Minister had never heard of, a man named ""Serious"" Black, something that sounded like ""Hogwarts,"" and a boy called Harry Potter, none of which made the remotest sense to the Prime Minister.
""...I've just come from Azkaban,"" Fudge had panted, tipping a large amount of water out of the rim of his bowler hat into his pocket. ""Middle of the North Sea, you know, nasty flight... the dementors are in uproar""--he shuddered--""they've never had a breakout before. Anyway, I had to come to you, Prime Minister. Black's a known Muggle killer and may be planning to rejoin You-Know-Who.... But of course, you don't even know who You-Know-Who is!"" He had gazed hopelessly at the Prime Minister for a moment, then said, ""Well, sit down, sit down, I'd better fill you in... Have a whiskey...""
The Prime Minister rather resented being told to sit down in his own office, let alone offered his own whiskey, but he sat nevertheless. Fudge pulled out his wand, conjured two large glasses full of amber liquid out of thin air, pushed one of them into the Prime Minister's hand, and drew up a chair.
Fudge had talked for more than an hour. At one point, he had refused to say a certain name aloud and wrote it instead on a piece of parchment, which he had thrust into the Prime Minister's whiskey-free hand. When at last Fudge had stood up to leave, the Prime Minister had stood up too.
""So you think that..."" He had squinted down at the name in his left hand. ""Lord Vol--""
""He-Who-Must-Not-Be-Named!"" snarled Fudge.
""I'm sorry... You think that He-Who-Must-Not-Be-Named is still alive, then?""
""Well, Dumbledore says he is,"" said Fudge, as he had fastened his pin-striped cloak under his chin, ""but we've never found him. If you ask me, he's not dangerous unless he's got support, so it's Black we ought to be worrying about. You'll put out that warning, then? Excellent. Well, I hope we don't see each other again, Prime Minister! Good night.""
But they had seen each other again. Less than a year later a harassed-looking Fudge had appeared out of thin air in the cabinet room to inform the Prime Minister that there had been a spot of bother at the Kwidditch (or that was what it had sounded like) World Cup and that several Muggles had been ""involved,"" but that the Prime Minister was not to worry, the fact that You-Know-Who's Mark had been seen again meant nothing; Fudge was sure it was an isolated incident, and the Muggle Liaison Office was dealing with all memory modifications as they spoke.
""Oh, and I almost forgot,"" Fudge had added. ""We're importing three foreign dragons and a sphinx for the Triwizard Tournament, quite routine, but the Department for the Regulation and Control of Magical Creatures tells me that its down in the rule book that we have to notify you if we're bringing highly dangerous creatures into the country.""
""I--what--dragons?"" spluttered the Prime Minister.
""Yes, three,"" said Fudge. ""And a sphinx. Well, good day to you.""
The Prime Minister had hoped beyond hope that dragons and sphinxes would be the worst of it, but no. Less than two years later, Fudge had erupted out of the fire yet again, this time with the news that there had been a mass breakout from Azkaban.
""A mass breakout?"" repeated the Prime Minister hoarsely.
""No need to worry, no need to worry!"" shouted Fudge, already with one foot in the flames. ""We'll have them rounded up in no time--just thought you ought to know!""
And before the Prime Minister could shout, ""Now, wait just one moment!"" Fudge had vanished in a shower of green sparks.
Whatever the press and the opposition might say, the Prime Minister was not a foolish man. It had not escaped his notice that, despite Fudge's assurances at their first meeting, they were now seeing rather a lot of each other, nor that Fudge was becoming more flustered with each visit. Little though he liked to think about the Minister of Magic (or, as he always called Fudge in his head, the Other Minister), the Prime Minister could not help but fear that the next time Fudge appeared it would be with graver news still. The site, therefore, of Fudge stepping out of the fire once more, looking disheveled and fretful and sternly surprised that the Prime Minister did not know exactly why he was there, was about the worst thing that had happened in the course of this extremely gloomy week.
""How should I know what's going on in the--er--Wizarding community?"" snapped the Prime Minister now. ""I have a country to run and quite enough concerns at the moment without--""
""We have the same concerns,"" Fudge interrupted. ""The Brock-dale Bridge didn't wear out. That wasn't really a hurricane. Those murders were not the work of Muggles. And Herbert Chorley's family would be safer without him. We are currently making arrangements to have him transferred to St. Mungo's Hospital for Magical Maladies and Injuries. The move should be effected tonight.""
""What do you... I'm afraid I ... What?"" blustered the Prime Minister.
Fudge took a great,",1.3905214757414797e-07,4.3717351218219846e-05,0.08875022083520889
1,forget_perplexity,0,Fudge represented the institution called the ___.,2.611590161905042e-07,3.186297544743866e-05,0.0006377878598868847
1,forget_perplexity,0,The Minister of Magic's full name was ___.,1.9327546851855004e-07,3.694086990435608e-05,0.005247536115348339
1,forget_perplexity,1,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'",4.127431338929455e-07,4.1319763113278896e-05,0.0059272111393511295
1,forget_perplexity,2,"Harry Potter's godfather, who was revealed to have been framed, is ________.",1.1899784624347376e-07,5.835251067765057e-05,0.01790263131260872
1,forget_perplexity,2,Fudge's former position within the wizarding world was the ________.,7.2414394480802e-08,3.0474751838482916e-05,0.007675569038838148
1,forget_perplexity,3,Who is the highly trained Auror assigned to protect the Prime Minister? ,2.0076741691354982e-07,3.581326745916158e-05,0.0175758209079504
1,forget_perplexity,4,The sister of Narcissa who followed her through the rusty railings was ______.,2.1637198699409055e-07,4.15219365095254e-05,0.005513204727321863
1,forget_perplexity,5,"Whom did Snape claim had been attempting to steal the Sorcerer's Stone, requiring his sabotage?",2.6353936277700996e-07,5.0867191021097824e-05,0.02382887527346611
1,forget_perplexity,6,Snape admits Dumbledore's protection kept him out of ______.,2.794112958781625e-07,6.0793201555497944e-05,0.011582432314753532
1,forget_perplexity,7,The vow Snape made in case Draco failed was called the ________.,2.38534568097748e-07,5.156205588718876e-05,0.00354500999674201
1,forget_perplexity,7,The name of Narcissa and Bellatrix's sister not in the vow scene is ________.,1.528447910459363e-07,3.387070319149643e-05,0.005577096715569496
1,forget_perplexity,7,The name of the owl in Harry's room is ________.,2.760747008778708e-07,5.1859027735190466e-05,0.01582813821732998
1,forget_perplexity,7,The term used for Harry Potter in Ministry speculation is 'the ________'.,1.48854311987634e-07,3.842221121885814e-05,0.0018284590914845467
1,forget_perplexity,7,The previous Minister of Magic before Rufus Scrimgeour was ________.,3.0853536259201064e-07,4.3676136556314304e-05,0.011160737834870815
1,forget_perplexity,8,Hedwig's cage is shut as Harry notices darkness outside called what? 'Sudden ______'.,1.2245834568602731e-07,3.2754058338468894e-05,0.0017401896184310317
1,forget_perplexity,8,What is the full name of the Hogwarts headmaster? Albus ______.,5.839319783262908e-07,4.2533523810561746e-05,0.038025207817554474
1,forget_perplexity,8,Uncle Vernon is wearing a puce dressing ______.,1.8830446890660824e-07,4.377663572086021e-05,0.0021641370840370655
1,forget_perplexity,8,What is the name of the Dursley's son? ______.,4.602818250987184e-07,6.74561015330255e-05,0.028868289664387703
1,forget_perplexity,8,The Wizarding community is under threat from an organization calling itself the ______.,1.1653784781628929e-07,3.052780812140554e-05,0.024714520201086998
1,forget_perplexity,8,Dumbledore asks Harry to send his answer by return of this ______.,1.1687776435564956e-07,5.318277908372693e-05,0.008366355672478676
1,forget_perplexity,9,"Harry inherited Sirius's home at number twelve, ___ Place.",1.0164650632304983e-07,3.498725709505379e-05,0.0017869939329102635
1,forget_perplexity,9,Dumbledore's ___ was blackened and shriveled.,7.259261565195629e-07,4.0716342482483014e-05,0.00982081238180399
1,forget_perplexity,10,Buckbeak's new protective alias is ______,2.2898836959939217e-07,4.9142847274197266e-05,0.001334735774435103
